ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0196;La Traversée De Moissac ;Prêt-à-porter, vêtements et chaussures;3 Rue de la République 82200 Moissac;La Traversée De Moissac  3 Rue de la République 82200 Moissac;44.1045441,1.0848282;82200;MOISSAC;Mm.VIOLLE;05 63 29 23 26;;latraverseedemoissac@orange.fr;https://www.latraverseedemoissac.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_06c6ROrX6LS2ctVGYQGpEQ7girdRRh3agghsxE51KK-SjaNM-JmRmj0B&s=10
ENT-0197;BIS;Prêt-à-porter, vêtements et chaussures;3 Rue Malaveille  82200 Moissac;BIS 3 Rue Malaveille  82200 Moissac;44.1040864,1.0847313;82200;MOISSAC;; 05 63 04 26 20;;;https://www.passtime.eu/offers/18691-3-bis-pret-a-porter-pour-hommes-1676b3f8-77d9-4979-a647-4416b625b19c;https://drive.google.com/file/d/1iu73pu-r34zjij5nDd_FZ_4CKgK-jGEf/view?usp=share_link
ENT-0198;Galeries Lafayette;Prêt-à-porter, vêtements et chaussures;37-39 Rue Bessières, 82000 Montauban;Galeries Lafayette 37-39 Rue Bessières, 82000 Montauban;44.0171858,1.3560385;82000;MONTAUBAN;;05 63 92 65 65;;;https://www.galerieslafayette.com/m/magasin-montauban?utm_campaign=montauban&utm_medium=gmb&utm_source=google;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEFp7KmSyDhsepMqZDNDGoUcWU2tiRUdDYen99n5KXbjLkCLUSp-yKrLMQ&s=10
ENT-0199;Deci Delà;Prêt-à-porter, vêtements et chaussures;41 Rue Malaveille 82200 Moissac;Deci Delà 41 Rue Malaveille 82200 Moissac;44.1041038,1.0869514;82200;MOISSAC;; 06 10 69 06 21;;;X;https://drive.google.com/file/d/1LEWc5yo2SXly3NYGh1zd_29mvEHeHTav/view?usp=sharing
ENT-0200;Courir;Prêt-à-porter, vêtements et chaussures;445 Route du N 82000 Montauban;Courir 445 Route du N 82000 Montauban;44.0388289,1.3815385;82000;MONTAUBAN;;05 63 30 17 35;;;http://www.courir.com/;https://i2.wp.com/www.grapheine.com/wp-content/uploads/2010/03/courir_niou.jpg?fit=522%2C294&quality=90&strip=all&ssl=1
ENT-0201;G - Star;Prêt-à-porter, vêtements et chaussures;445 Route du nord, 82000 Montauban;G - Star 445 Route du nord, 82000 Montauban;44.0388289,1.3815385;82000;MONTAUBAN;; 05 63 63 36 57;;;https://www.pagesmode.com/g-star-raw/montauban;https://stickslab.com/35658-large_default/g-star.jpg
ENT-0202;Pole Sud;Prêt-à-porter, vêtements et chaussures;63 Rue de la Révolution 82100 Castelsarrasin;Pole Sud 63 Rue de la Révolution 82100 Castelsarrasin;44.0389466,1.106958;82100;CASTELSARRASIN;HURTEVENT;05 63 32 17 52;06 74 77 23 98;polesud82@orange.fr;https://polesud82.com/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK9SGyq1xRLTPiOQYl0D1gwG8bBIfQIT19iBzqwmBApwWuMoaiqnPo-UJu&s=10
ENT-0203;WAS We Are Select Montauban;Prêt-à-porter, vêtements et chaussures;745 Avenue de Paris 82000 Montauban;WAS We Are Select Montauban 745 Avenue de Paris 82000 Montauban;44.0359689,1.3766942;82000;MONTAUBAN;;05 63 03 01 25;;;https://www.sport2000.fr/magasins/fiche/828220-was-we-are-select-montauban;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtCsi5AZrTV-P3iSV_Z9WUiPtTkucnus1EiAi13V882A&s=10
ENT-0204;H&M;Prêt-à-porter, vêtements et chaussures;777 Avenu. Jean Moulin, 82000 Montauban;H&M 777 Avenu. Jean Moulin, 82000 Montauban;44.031217,1.3701123;82000;MONTAUBAN;;0 805 08 88 88;;;https://www2.hm.com/fr_fr/index.html?utm_source=google_location&utm_medium=organic&utm_campaign=FR0159;https://upload.wikimedia.org/wikipedia/commons/5/53/H%26M-Logo.svg?utm_source=fr.wikipedia.org&utm_campaign=index&utm_content=original
ENT-0205;Blue Box;Prêt-à-porter, vêtements et chaussures;910 Avenu. Henry Dunant, 82000 Montauban;Blue Box 910 Avenu. Henry Dunant, 82000 Montauban;44.00109,1.354617;82000;MONTAUBAN;;05 63 63 00 24;;;https://www.blue-box.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBJJOIr7J7gzXiBvzlJh4DNR9kLL8LE-U4kupy8SEL&s=10
ENT-0206;La Halle;Prêt-à-porter, vêtements et chaussures;948 Route de Moissac 82100 Castelsarrasin;La Halle 948 Route de Moissac 82100 Castelsarrasin;44.060784,1.0984045;82100;CASTELSARRASIN;NARD; 05 63 04 31 99;;;https://www.lahalle.com/magasins-tarn-et-garonne-82-castelsarrasin-154.html;https://upload.wikimedia.org/wikipedia/commons/5/51/Lahallenewlog.png?utm_source=fr.wikipedia.org&utm_campaign=index&utm_content=original
ENT-0207;Mango;Prêt-à-porter, vêtements et chaussures;es portes de Montauban, 1000 Route du Nord, 82000 Montauban;Mango es portes de Montauban, 1000 Route du Nord, 82000 Montauban;44.04296249999999,1.3886079;82000;MONTAUBAN;Mme LALLEMENT;05 63 20 40 32;;;https://shop.mango.com/fr/fr/stores/montauban/les-portes-de-montauban/9820;https://ogreen.fr/wp-content/uploads/2022/10/mango-logo-copie.png
ENT-0208;Cache Cache;Prêt-à-porter, vêtements et chaussures;Lieu dit Artel Est 82100 Castelsarrasin;Cache Cache Lieu dit Artel Est 82100 Castelsarrasin;44.06776,1.09645;82100;CASTELSARRASIN;MOULIS; 05 63 05 17 01;;;https://www.cache-cache.fr/?utm_source=gmb;https://media.ouest-france.fr/assets-pcm/60c6df3b-79d5-49be-aaab-35258540e154?width=940&fit=outside
ENT-0209;Black Store;Prêt-à-porter, vêtements et chaussures;Parc Commercial Aussonne, 799 Route du nord, 82000 Montauban;Black Store Parc Commercial Aussonne, 799 Route du nord, 82000 Montauban;44.0426373,1.384762;82000;MONTAUBAN;;05 63 21 99 05;;;https://www.blackstore.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNkSQk_ykr2h0xmZAZIE8KH7wWzGCkRz07FJeHWBvO0AzofOheZqMZqDrQ&s=10
ENT-0210;BLACKSTORE ;Prêt-à-porter, vêtements et chaussures;Route de Moissac 82100 Castelsarrasin;BLACKSTORE  Route de Moissac 82100 Castelsarrasin;44.0613185,1.0979271;82100;CASTELSARRASIN;Mr, LOPEZ RODRIGUEZ; 05 32 64 00 05;06 20 97 44 23;;https://www.blackstore.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNkSQk_ykr2h0xmZAZIE8KH7wWzGCkRz07FJeHWBvO0AzofOheZqMZqDrQ&s=10
ENT-0211;Gemo;Prêt-à-porter, vêtements et chaussures;Route de Moissac 82100 Castelsarrasin;Gemo Route de Moissac 82100 Castelsarrasin;44.0613185,1.0979271;82100;CASTELSARRASIN;SIRE; 05 63 39 03 26;;;https://www.gemo.fr/magasin/GEMO_CASTELSARRASIN_chaussures_et_vetements/GEMO_4042;https://www.pagesjaunes.fr/media/agc/80/ed/2f/00/00/a7/00/3d/65/69/665880ed2f0000a7003d6569/665880ed2f000080743d656a.jpg
ENT-0212;Magasin DistriCenter Castelsarrasin;Prêt-à-porter, vêtements et chaussures;Route Nationale 113 82100 Castelsarrasin;Magasin DistriCenter Castelsarrasin Route Nationale 113 82100 Castelsarrasin;44.0783382,1.0918911;82100;CASTELSARRASIN;;05 63 95 12 54;;;https://www.districenter.fr/;https://media.licdn.com/dms/image/v2/C4D0BAQHgimlFWeoyQQ/company-logo_200_200/company-logo_200_200/0/1630572690000/districenter_france_logo?e=2147483647&v=beta&t=gqh6S-lUL9pdi5n9x3rvmRa8kOfFTMSlxFeh5GQxN-w
ENT-0213;Degriffstock Montauban Vêtements;Prêt-à-porter, vêtements et chaussures;1189 Av. Henry Dunant, 82000 Montauban;Degriffstock Montauban Vêtements 1189 Av. Henry Dunant, 82000 Montauban;43.998835,1.352857;82000;MONTAUBAN;;05 63 64 03 92;;montauban@degriffstock.fr;https://www.degriffstock.com/magasins/17-degriffstock-montauban-vetements?srsltid=AfmBOopaz6wR_Q6weYLkgt2-N4nx_jCwb5tTqo9fCzqXLTbbYbybhyOr;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXgb0RU0MnNSjFCxutbuEi49jCp3cHp4ezKQxVaWsBoA&s
ENT-0214;Le 11 (JMC COMPANY);Prêt-à-porter, vêtements et chaussures;11 Rue de la République, 82200 Moissac, France;Le 11 (JMC COMPANY) 11 Rue de la République, 82200 Moissac, France;44.1042467,1.0848656;82200;MOISSAC;M. Joseph;;;;https://www.facebook.com/le11concept/;https://www.pagesjaunes.fr/media/newdam/a2/fb/2d/00/00/77/f4/4c/71/d6/69a9a2fb2d000077f44c71d6/69a9a2fb2d000077f44c71d7.png
ENT-0215;Hello Horse (PADD);Magasin de sport; 56 RUE DE PATER 82000 MONTAUBAN;Hello Horse (PADD)  56 RUE DE PATER 82000 MONTAUBAN;44.0317393,1.3721768;82000;MONTAUBAN;GABAS Elodie;05 63 63 34 05;;montauban@padd,fr;https://www.padd.fr/nos-magasins/128-montauban?srsltid=AfmBOooMV6aR_2Hz2GFk-H-O3KgkGOT1nHCHkotkqfHCJqmyQv1_D5VC;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTap6i9Y7mCImK40V_uE8So3HwkdoOxIW06ePrzguUIKBCC8UK7sq3GW2w&s=10
ENT-0216;Brico M;Grande surface de bricolage;Chemin des Rondes – 47220 ASTAFFORT;Brico M Chemin des Rondes – 47220 ASTAFFORT;44.05940021261202, 0.6513532534873537;47220;ASTAFFORT;POTEL Natacha;05 53 67 16 24;;mag,bricom@gmail,com;https://www.brico-m.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBYt4JMYpp9e6OYInCRN9q08PB3St9fVrC4vr1RusHAg&s=10
ENT-0217;PERF IMMO (Century 21);Agence Immobilière ;241 Rue Gaston Doumergue, 31170 Tournefeuille, France;PERF IMMO (Century 21) 241 Rue Gaston Doumergue, 31170 Tournefeuille, France;43.5876112,1.3548748;31170;TOURNEFEUILLE;;05 36 09 19 69;;;https://www.century21.fr/trouver_agence/agence/3726216437/;https://www.pagesjaunes.fr/media/agc/df/4b/82/00/00/94/9a/87/d4/dd/5dc3df4b820000949a87d4dd/5dc3df4b820000949a87d4de.png
ENT-0218;COMPTOIR ELECTRIQUE FRANCAIS (yesss electrique Montauban);Matériaux de construction;34 Rue Voltaire, 82000 Montauban, France;COMPTOIR ELECTRIQUE FRANCAIS (yesss electrique Montauban) 34 Rue Voltaire, 82000 Montauban, France;44.0379533,1.3610536;82000;MONTAUBAN;JORDAN BOROT;06 49 67 41 08;;JORDAN.BOROT@YESSS.FR;https://www.yesss-fr.com/infoAgence/yesss-montauban;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGfKmAbSNw_dkCv46KoT1j9RVH3HkUGRPpPcEwkFnoIIucxTTfvev4ZZN_&s=10
ENT-0219;MS REVETEMENTS (SASU PANAROTTO);Matériaux de construction;127 Route de Castelsarrasin, 82210 Angeville, France;MS REVETEMENTS (SASU PANAROTTO) 127 Route de Castelsarrasin, 82210 Angeville, France;44.0017198,1.028334;82210;ANGEVILLE;jerome panarotto;05 63 04 15 12;;info@ms_revetements.fr;https://ms-revetements-82.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4Ijxas151KQ3n1-NrBomyKDVBd4NIlVgLtiiN7_B-hizcqnu8oVV3X84&s=10
ENT-0220;CHAUSSON MATERIAUX BEAUMONT;Matériaux de construction;Rue de Bordevieille, 82500 Beaumont-de-Lomagne, France;CHAUSSON MATERIAUX BEAUMONT Rue de Bordevieille, 82500 Beaumont-de-Lomagne, France;43.8902451,1.0065515;82500;BEAUMONT-DE-LOMAGNE; ;05 63 65 22 45;;gaetan.machado@chausson.fr;https://www.chausson.fr/agences/477?utm_source=fiche&utm_medium=GMB;https://historyandbusiness.fr/wp-content/uploads/2021/03/chausson_materiaux-1.png
ENT-0221;KRAIEM LAMAIZ (Commerces de détail d'optique);Opticien;35 Av. Jean Moulin, 31400 Toulouse, France;KRAIEM LAMAIZ (Commerces de détail d'optique) 35 Av. Jean Moulin, 31400 Toulouse, France;43.580069,1.4414008;31400;TOULOUSE; ;05 64 72 31 46;;lol.empalot@gmail.com;https://www.pagesjaunes.fr/pros/59749594;https://www.pagesjaunes.fr/media/newdam/preset-thumbnail-logo-desktop/04/05/2f/00/00/d7/76/38/1d/16/665f04052f0000d776381d16/665f04052f0000d776381d17.jpg
ENT-0222;GARAGE OUSTRIC (AUTO OUSTRIC);Concession automobile;826 Rte de Montauban, 82500 Beaumont-de-Lomagne, France;GARAGE OUSTRIC (AUTO OUSTRIC) 826 Rte de Montauban, 82500 Beaumont-de-Lomagne, France;43.8910536,1.0114394;82500;BEAUMONT-DE-LOMAGNE; ;;;;https://www.auto-oustric.com/;https://www.auto-oustric.com/ressources/images/2edc01c1e25d.png
ENT-0223;SARL L.M.A.G (B&M);Magasin d'ameublement et de décoration;700 Av. de Paris, 82000 Montauban, France;SARL L.M.A.G (B&M) 700 Av. de Paris, 82000 Montauban, France;44.0345793,1.3778628;82000;MONTAUBAN; ;06 80 56 97 66;;bm.montauban@bmstores.fr;https://bmstores.fr/?utm_campaign=mybusiness-website&utm_medium=organic&utm_source=google;https://www.pagesjaunes.fr/media/agc/6d/9e/30/00/00/39/00/fd/37/b0/66f56d9e3000003900fd37b0/66f56d9f30000044d4fd37b3.jpg
ENT-0224;ECOUTER VOIR (CENTRE OPTIQUE MUTUALISTE);Opticien;12 Rue de la République, 82200 Moissac, France;ECOUTER VOIR (CENTRE OPTIQUE MUTUALISTE) 12 Rue de la République, 82200 Moissac, France;44.10433260000001,1.0845862;82200;MOISSAC; ;;;MOISSACOPTIQUE@UDM82.FR;https://magasins.ecoutervoir.fr/occitanie/tarn-et-garonne/moissac/ecouter-voir-optique-mutualiste-799?locale=fr&utm_campaign=referencement&utm_medium=affiliate_organic&utm_source=gmb;https://www.pagesjaunes.fr/media/agc/1e/65/31/00/00/ae/a0/c4/ec/56/6a281e65310000aea0c4ec56/6a281e65310000aea0c4ec57.jpg
ENT-0225;NATO'PTIK (MANEO OPTIQUE ET AUDITION);Opticien;Rte de Toulouse, 46000 Le Montat, France;NATO'PTIK (MANEO OPTIQUE ET AUDITION) Rte de Toulouse, 46000 Le Montat, France;44.417092,1.4388769;46090;LE MONTAT; ;06 80 66 18 90;;aurelien.n@mango.com;https://www.maneo.com/magasin/cahors-le-montat/;https://www.pagesjaunes.fr/media/agc/31/94/32/00/00/37/00/e4/de/a2/668d31943200003700e4dea2/668d3194320000d321e4dea4.jpg
ENT-0226;DELPECH SPORT 2000 ;Magasin de sport;69 Rue de la République, 31330 Grenade, France;DELPECH SPORT 2000  69 Rue de la République, 31330 Grenade, France;43.7722558,1.2921729;31330;GRENADE; ;05 61 82 65 04;;delpechsport2000@gmail.com;https://delpech-sport2000-grenade.fr/;https://delpech-sport2000-grenade.fr/uploads/media/images/cms/medias/thumb_/cms/medias/635271e8ccb57_images_medium.png
ENT-0227;LA HALLE - AGEN;;All. de Riols, 47000 Agen, France;LA HALLE - AGEN All. de Riols, 47000 Agen, France;44.17913,0.621219;47000;AGEN; ;;;;https://www.lahalle.com/?at_campaign=magasin&at_medium=gmb;https://storage.googleapis.com/wizville-public-eu/uploads/theme/brand_logo_picture/12616/desktop_d77fac3eae58c50d12761c23643dcbcffe9db6d88de6e7141f0d018b0baa385dc285da61a49b0d1c_Capture%2Bd_e_cran%2B2024-11-20%2Ba_%2B11.04.08.png
ENT-0228;SEPHORA;Cosmétique - Parfumerie;36 Rue Garonne, 47000 Agen, France;SEPHORA 36 Rue Garonne, 47000 Agen, France;44.20429559999999,0.6164696;47000;AGEN; ;;;;https://www.sephora.fr/information-magasin/?storeID=S3961&utm_source=local&utm_support=organic&utm_campaign=uberall;https://cdn2.telephone.city/webp/960/sephora.png
ENT-0229;VERTBAUDET;Prêt-à-porter, vêtements et chaussures;Le Square d'Aussonne, 485 Rte du N, 82000 Montauban, France;VERTBAUDET Le Square d'Aussonne, 485 Rte du N, 82000 Montauban, France;44.0402803,1.3822487;82000;MONTAUBAN; ;;;;https://magasin.vertbaudet.fr/54-vertbaudet-montauban?utm_source=gmb;https://media.cylex-locale.fr/companies/1416/4893/logo/logo17081183.jpg
ENT-0230;ANIMAGEN (TERRANIMO);Jardinerie, animalerie;ZAC DE LAMOTHE MAGNAC 47550 BOE;ANIMAGEN (TERRANIMO) ZAC DE LAMOTHE MAGNAC 47550 BOE;44.1592086,0.6284752;47550;BOE; ;;;;https://www.terranimo.fr/;
ENT-0231;HEMA FRANCE;Magasin d'ameublement et de décoration;13 Rue des Changes, 31000 Toulouse, France;HEMA FRANCE 13 Rue des Changes, 31000 Toulouse, France;43.6006168,1.4437126;31000;TOULOUSE; ;;;;https://magasins.hema.com/fr/toulouse/hema-toulouse-rue-des-changes?y_source=1_MTU0NTcwOTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D;https://www.pagesjaunes.fr/media/newdam/preset-export-large/6f/72/30/00/00/3e/00/b7/81/cb/66f56f723000003e00b781cb/66f56f72300000dad7b781ce.jpg
ENT-0232;IMMO POUR TOUS;Agence Immobilière ;26 Rue du Général Gras, 82200 Moissac, France;IMMO POUR TOUS 26 Rue du Général Gras, 82200 Moissac, France;44.1046085,1.0892393;82200;MOISSAC; ;;;;https://immo-pour-tous.net/;https://www.pagesjaunes.fr/media/agc/98/74/31/00/00/68/00/2a/ab/d3/6454987431000068002aabd3/645498753100006b9c2aabd7.png
ENT-0233;NOVA VIDA;Prêt-à-porter, vêtements et chaussures;15 Rue Sainte-Catherine, 82200 Moissac, France;NOVA VIDA 15 Rue Sainte-Catherine, 82200 Moissac, France;44.1032716,1.0839494;82200;MOISSAC;CELINE ALONSO;06 68 88 50 54;;ALONSOCELINE5@GMAIL.COM;https://www.facebook.com/people/Nova-vida/61580811932391/?rdid=AUuVADmn1zQBkZ4s&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F19XYgTCw81%2F;x
ENT-0234;PARFUM D'ANTAN;Cosmétique - Parfumerie;13 Pl. de l'Éperon, 82600 Verdun-sur-Garonne, France;PARFUM D'ANTAN 13 Pl. de l'Éperon, 82600 Verdun-sur-Garonne, France;43.8524276,1.2356352;82600;VERDUN-SUR-GARONNE;CHRYSTELLE BELLY;;;contact@parfumdantan.fr;https://www.facebook.com/parfumdantan.fr;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJvCnseO_X7H_nVvXAwGNH2cpNGVy_Oo6-IWv87_FcbLDfx5sSJV-7JQR5&s=10
ENT-0235;ADOPT PARFUMS;Cosmétique - Parfumerie;48 Rue Saint-Rome, 31000 Toulouse, France;ADOPT PARFUMS 48 Rue Saint-Rome, 31000 Toulouse, France;43.6034662,1.4435027;31000;TOULOUSE; ;05 61 21 42 03;;tlsestrome@adopt.fr;https://www.adopt.com/fr?utm_campaign=Fiche_boutique_Google&utm_medium=SEO&utm_source=Google;https://storage.googleapis.com/wizville-public-eu/uploads/theme/logo/11472/0709c68d5aa30ac55fb4503e1fc55a125f4b43ea0bc1753463d0fb5cf5a3ebfab15dc62d368094dd_Plan%2Bde%2Btravail%2B1.png
ENT-0236;SA SODIBAG - e-leclerc sapiac;Grande surface alimentaire (supermarché);1230 Rue de l'Abbaye, 82000 Montauban, France;SA SODIBAG - e-leclerc sapiac 1230 Rue de l'Abbaye, 82000 Montauban, France;44.0056581,1.3550621;82000;MONTAUBAN; ;;;;https://www.e.leclerc/mag/e-leclerc-sapiac;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZYV1JorE4ov7clVlfXyYoV4qMEYrwOW25JP9wNkIhzTBCs7mEd00e_cM&s=10
ENT-0237;MOBILE RECYCLE;Magasin d'électroménager, électronique, informatique;185 Av. des États-Unis, 31200 Toulouse, France;MOBILE RECYCLE 185 Av. des États-Unis, 31200 Toulouse, France;43.6396108,1.4284368;31200;TOULOUSE; ;;;;https://www.smartdiscount31.com/toulouse-nord/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=nord&store=nord;https://media.licdn.com/dms/image/v2/D4E0BAQE0qKbAbzZ1wQ/company-logo_200_200/company-logo_200_200/0/1666944604167/mobile_recycle_logo?e=2147483647&v=beta&t=yaRsDDyxpMAcXZSO-KM0AjqWmEkhoc8EaoQWU5PvGI4
ENT-0238;LITERIE 47;Grande surface de bricolage;82 Av. de Bigorre, 47550 Boé, France;LITERIE 47 82 Av. de Bigorre, 47550 Boé, France;44.1809324,0.6330037000000001;47550;BOE; ;;;;https://www.grandlitier.com/magasin-literie/grand-litier-47550-boe-lot-et-garonne-47?utm_source=gmb&gad_source=1&gad_campaignid=23341206152&gbraid=0AAAAADxV5CP4Pt-TYVceaoi8Fhs2xHsyG&gclid=Cj4KCQjwzY7VBhDwARItAFtPvBSCFe4Yr98oihUdd6XTX3fR7KL7PgX4mfEl94CcW8Go350iy1yyMB42GgKjNhAC8P8HAQ;https://www.pagesjaunes.fr/media/newdam/preset-export-medium/7c/33/31/00/00/b9/4a/f8/2a/2b/6a607c33310000b94af82a2b/6a607c33310000b94af82a2c.png
ENT-0240;GAMM VERT SUD OUEST;Grande surface de bricolage;1550 Rte du Canal, 82700 Montbartier, France;GAMM VERT SUD OUEST 1550 Rte du Canal, 82700 Montbartier, France;43.9244141,1.2612673;82700;MONTBARTIER; ;06 29 12 44 81;;;https://www.gammvert.fr/;https://upload.wikimedia.org/wikipedia/fr/8/81/GammvertLogo.gif?utm_source=fr.wikipedia.org&utm_campaign=index&utm_content=original
ENT-0241;SAFTY LEROY SEBASTIEN;Agence Immobilière ;55 Rue Despeyroux, 82500 Beaumont-de-Lomagne, France;SAFTY LEROY SEBASTIEN 55 Rue Despeyroux, 82500 Beaumont-de-Lomagne, France;43.8821404,0.9890011999999999;82500;BEAUMONT-DE-LOMAGNE; ;06 87 26 43 31;;sebastien.leroy@safti.fr;https://www.safti.fr/votre-conseiller-safti/sebastien-leroy;https://ac-franchise.com/uploads/2017/02/logo-franchise-safti.jpg
ENT-0242;CHAUSSON MATERIAUX;Grande surface de bricolage;430 Av. de Paris, 82000 Montauban, France;CHAUSSON MATERIAUX 430 Av. de Paris, 82000 Montauban, France;44.032964,1.3758157;82000;MONTAUBAN; ;;;;https://www.chausson.fr/agences/477;https://historyandbusiness.fr/wp-content/uploads/2021/03/chausson_materiaux-1.png
ENT-0243;CONCEPT IMMOBILIER DU MIDI OCCITANIE;Agence Immobilière ;80 All. des Demoiselles, 31400 Toulouse, France;CONCEPT IMMOBILIER DU MIDI OCCITANIE 80 All. des Demoiselles, 31400 Toulouse, France;43.58776,1.4596126;31400;TOULOUSE; ;;;;https://www.agencecim.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsN1GaBU9LX4hRcunbxPJBLGPxgVwbf7gK0nIPzv4m&s=10
ENT-0244;GEMO 05568;Prêt-à-porter, vêtements et chaussures;981 Av. Henry Dunant, 82000 Montauban, France;GEMO 05568 981 Av. Henry Dunant, 82000 Montauban, France;44.0000372,1.3548697;82000;MONTAUBAN; ;;05 63 63 45 23;05568@pdv.gemo.fr;https://www.gemo.fr/magasin/GEMO_MONTAUBAN_chaussures_et_vetements/GEMO_5568;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAAiMLm9VBSNN61zfFXJd9m5jzd6o2aTiH6XxVyGjbjg&s=10
ENT-0245;GARAGE DES TOURELLES;Entretien automobile;117 Chem. des Tourelles, 82210 Saint-Nicolas-de-la-Grave, France;GARAGE DES TOURELLES 117 Chem. des Tourelles, 82210 Saint-Nicolas-de-la-Grave, France;44.06891299999999,1.0162747;82210;SAINT-NICOLAS-DE-LA-GRAVE;ROLAND PALUZZANO;;;GARAGELESTOURELLES@GMAIL.COM;https://www.1001pneus.fr/garage-des-tourelles-82210-saint-nicolas-de-la-grave-cdm29732-ga-pn;
ENT-0246;SAFTI Sabrina Vion;Agence Immobilière ;1370 Rte de Cadars, 82700 Montech, France;SAFTI Sabrina Vion 1370 Rte de Cadars, 82700 Montech, France;43.957565,1.252671;82700;MONTECH; ;;07 87 13 49 56;;https://www.safti.fr/votre-conseiller-safti/sabrina-vion;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmoWWazYDW8BMS_DU24fKncHIkQeGS2Me-G-Pn7_rv&s
ENT-0247;L'AGENCE PRO;Agence Immobilière ;29 Rue Alphonse Daudet, 82000 Montauban, France;L'AGENCE PRO 29 Rue Alphonse Daudet, 82000 Montauban, France;44.03670899999999,1.374552;82000;MONTAUBAN; ;05 63 20 17 34;;;https://www.lagencepro.com/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5mxkU7R3yGbcMN_Uvi3-zgXC8iJ8WH_DRAe_diKy91d_RiB7UwNtX9Ng&s=10
ENT-0249;BH MATERIAUX;Grande surface de bricolage;138 Rte de Montbarla, 82110 Lauzerte, France;BH MATERIAUX 138 Rte de Montbarla, 82110 Lauzerte, France;44.246224,1.131313;82110;LAUZERTE;Stéphanie Laffont;05 63 95 39 08;;stephanie.laffont@groupelaffont.fr;https://bh-materiaux.com/;https://bh-materiaux.com/images/bh-materiaux.png
ENT-0250;SAS MACARD 47;Concession automobile;ZAC LAMOTHE-MAGNAC, 3 All. Larroumet et Lagarde, 47550 Boé, France;SAS MACARD 47 ZAC LAMOTHE-MAGNAC, 3 All. Larroumet et Lagarde, 47550 Boé, France;44.1765641,0.6257315;47550;BOE; ;;;;https://www.groupemacard.fr/concessions/peugeot-macard-47-agen-boe/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGFij2ciruiuNiQvqPeJjhy4PYNRK79H_qgDFrYcQwNKinz-EoppxSkQw&s=10
ENT-0251;LTL IIRIPISCINE;Grande surface de bricolage;1B Rue Voltaire, 82000 Montauban, France;LTL IIRIPISCINE 1B Rue Voltaire, 82000 Montauban, France;44.0320568,1.3761484;82000;MONTAUBAN; ;05 63 20 58 96;;irri82mon@irripiscine.fr;https://magasin.irripiscine.fr/occitanie/tarn-et-garonne/montauban/irripiscine-by-irrijardin-montauban;https://media.cylex-locale.fr/companies/1308/7867/logo/logo.jpg
ENT-0252;LE CABAS D'OLIVIA;Grande surface alimentaire (supermarché);1105 Rte de Grenade, 82600 Aucamville, France;LE CABAS D'OLIVIA 1105 Rte de Grenade, 82600 Aucamville, France;43.7954449,1.2319245;82600;VERDUN-SUR-GARONNE; ;07 44 53 68 56;;oliviasaintmacarypro@gmail.com;https://lecabasdolivia.fr/;https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=375,fit=crop,q=95/A0xwyk7g8khbpP8l/pp-150x150px_png-1-A3Ql1JVzBzSg9X2Y.png
ENT-0253;HUMAN IMMOBILIER;Agence Immobilière ;10 Pl. nationale, 82400 Valence, France;HUMAN IMMOBILIER 10 Pl. nationale, 82400 Valence, France;44.106754,0.8904160999999999;82400;VALENCE; ;07 85 50 90 86;;c.flanquart@human-immobilier.fr;https://www.human-immobilier.fr/valence-d-agen;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ__hvtcbZNc7-yppD5yeSCcJXUOZXBhLB65g8B-j0TsSNXfowfPPKWo4SI&s=10
