ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0214;Le 11 (JMC COMPANY);Prêt-à-porter, vêtements et chaussures;11 Rue de la République, 82200 Moissac, France;"=CONCATENATE(A215,"" "",C215)";44.1042467,1.0848656;82200;MOISSAC;M. Joseph;;;;https://www.facebook.com/le11concept/;https://drive.google.com/file/d/1dqhKZDZpGAX2lQTEZvqK0DEuVBo8zuoZ/view?usp=share_link
ENT-0215;Hello Horse (PADD);Magasin de sport; 56 RUE DE PATER 82000 MONTAUBAN;"=CONCATENATE(A216,"" "",C216)";44.0317393,1.3721768;82000;MONTAUBAN;GABAS Elodie;05 63 63 34 05;;montauban@padd,fr;https://www.padd.fr/nos-magasins/128-montauban?srsltid=AfmBOooMV6aR_2Hz2GFk-H-O3KgkGOT1nHCHkotkqfHCJqmyQv1_D5VC;https://drive.google.com/file/d/1NPMuPKwFW_tdzJ8hZOCpQopoEyQ8ljZM/view?usp=drive_link
ENT-0216;Brico M;Grande surface de bricolage;Chemin des Rondes – 47220 ASTAFFORT;"=CONCATENATE(A217,"" "",C217)";44.05940021261202, 0.6513532534873537;47220;ASTAFFORT;POTEL Natacha;05 53 67 16 24;;mag,bricom@gmail,com;https://www.brico-m.fr/;https://drive.google.com/file/d/1c0wor5uvQYeK_2rJqIVY5GWMe_gPOJrI/view?usp=drive_link
ENT-0217;PERF IMMO (Century 21);Agence Immobilière ;241 Rue Gaston Doumergue, 31170 Tournefeuille, France;PERF IMMO (Century 21) 241 Rue Gaston Doumergue, 31170 Tournefeuille, France;43.5876112,1.3548748;31170;TOURNEFEUILLE;;05 36 09 19 69;;;;https://www.google.com/s2/favicons?domain=century21.fr&sz=128
ENT-0218;COMPTOIR ELECTRIQUE FRANCAIS (yesss electrique Montauban);Matériaux de construction;34 Rue Voltaire, 82000 Montauban, France;COMPTOIR ELECTRIQUE FRANCAIS (yesss electrique Montauban) 34 Rue Voltaire, 82000 Montauban, France;44.0379533,1.3610536;82000;MONTAUBAN;JORDAN BOROT;06 49 67 41 08;;JORDAN.BOROT@YESSS.FR;;https://www.google.com/s2/favicons?domain=yesss.fr&sz=128
ENT-0219;MS REVETEMENTS (SASU PANAROTTO);Matériaux de construction;127 Route de Castelsarrasin, 82210 Angeville, France;MS REVETEMENTS (SASU PANAROTTO) 127 Route de Castelsarrasin, 82210 Angeville, France;44.0017198,1.028334;82210;ANGEVILLE;jerome panarotto;05 63 04 15 12;;info@ms_revetements.fr;;
ENT-0220;CHAUSSON MATERIAUX BEAUMONT;Matériaux de construction;Rue de Bordevieille, 82500 Beaumont-de-Lomagne, France;CHAUSSON MATERIAUX BEAUMONT Rue de Bordevieille, 82500 Beaumont-de-Lomagne, France;43.8902451,1.0065515;82500;BEAUMONT-DE-LOMAGNE; ;05 63 65 22 45;;gaetan.machado@chausson.fr;https://www.chausson.fr/;https://www.google.com/s2/favicons?domain=chausson.fr&sz=128
ENT-0221;KRAIEM LAMAIZ (Commerces de détail d'optique);Opticien;35 Av. Jean Moulin, 31400 Toulouse, France;KRAIEM LAMAIZ (Commerces de détail d'optique) 35 Av. Jean Moulin, 31400 Toulouse, France;43.580069,1.4414008;31400;TOULOUSE; ;05 64 72 31 46;;lol.empalot@gmail.com;;
ENT-0222;GARAGE OUSTRIC (AUTO OUSTRIC);Concession automobile;826 Rte de Montauban, 82500 Beaumont-de-Lomagne, France;GARAGE OUSTRIC (AUTO OUSTRIC) 826 Rte de Montauban, 82500 Beaumont-de-Lomagne, France;43.8910536,1.0114394;82500;BEAUMONT-DE-LOMAGNE; ;;;;https://www.auto-oustric.com/;
ENT-0223;SARL L.M.A.G (B&M);Magasin d'ameublement et de décoration;700 Av. de Paris, 82000 Montauban, France;SARL L.M.A.G (B&M) 700 Av. de Paris, 82000 Montauban, France;44.0345793,1.3778628;82000;MONTAUBAN; ;06 80 56 97 66;;bm.montauban@bmstores.fr;;https://www.google.com/s2/favicons?domain=bmstores.fr&sz=128
ENT-0224;ECOUTER VOIR (CENTRE OPTIQUE MUTUALISTE);Opticien;12 Rue de la République, 82200 Moissac, France;ECOUTER VOIR (CENTRE OPTIQUE MUTUALISTE) 12 Rue de la République, 82200 Moissac, France;44.10433260000001,1.0845862;82200;MOISSAC; ;;;MOISSACOPTIQUE@UDM82.FR;https://www.ecoutervoir.fr/;
ENT-0225;NATO'PTIK (MANEO OPTIQUE ET AUDITION);Opticien;Rte de Toulouse, 46000 Le Montat, France;NATO'PTIK (MANEO OPTIQUE ET AUDITION) Rte de Toulouse, 46000 Le Montat, France;44.417092,1.4388769;46090;LE MONTAT; ;06 80 66 18 90;;aurelien.n@mango.com;;
ENT-0226;DELPECH SPORT 2000 ;Magasin de sport;69 Rue de la République, 31330 Grenade, France;DELPECH SPORT 2000  69 Rue de la République, 31330 Grenade, France;43.7722558,1.2921729;31330;GRENADE; ;05 61 82 65 04;;delpechsport2000@gmail.com;;
ENT-0227;LA HALLE - AGEN;;All. de Riols, 47000 Agen, France;LA HALLE - AGEN All. de Riols, 47000 Agen, France;44.17913,0.621219;47000;AGEN; ;;;;https://www.lahalle.com/;
ENT-0228;SEPHORA;Cosmétique - Parfumerie;36 Rue Garonne, 47000 Agen, France;SEPHORA 36 Rue Garonne, 47000 Agen, France;44.20429559999999,0.6164696;47000;AGEN; ;;;;https://www.sephora.fr/;
ENT-0229;VERTBAUDET;Prêt-à-porter, vêtements et chaussures;Le Square d'Aussonne, 485 Rte du N, 82000 Montauban, France;VERTBAUDET Le Square d'Aussonne, 485 Rte du N, 82000 Montauban, France;44.0402803,1.3822487;82000;MONTAUBAN; ;;;;https://www.vertbaudet.fr/;
ENT-0230;ANIMAGEN (TERRANIMO);Jardinerie, animalerie;ZAC DE LAMOTHE MAGNAC 47550 BOE;ANIMAGEN (TERRANIMO) ZAC DE LAMOTHE MAGNAC 47550 BOE;44.1592086,0.6284752;47550;BOE; ;;;;;https://www.google.com/s2/favicons?domain=terranimo.fr&sz=128
ENT-0231;HEMA FRANCE;Magasin d'ameublement et de décoration;13 Rue des Changes, 31000 Toulouse, France;HEMA FRANCE 13 Rue des Changes, 31000 Toulouse, France;43.6006168,1.4437126;31000;TOULOUSE; ;;;;;https://www.google.com/s2/favicons?domain=hema.com&sz=128
ENT-0232;IMMO POUR TOUS;Agence Immobilière ;26 Rue du Général Gras, 82200 Moissac, France;IMMO POUR TOUS 26 Rue du Général Gras, 82200 Moissac, France;44.1046085,1.0892393;82200;MOISSAC; ;;;;;
ENT-0233;NOVA VIDA;Prêt-à-porter, vêtements et chaussures;15 Rue Sainte-Catherine, 82200 Moissac, France;NOVA VIDA 15 Rue Sainte-Catherine, 82200 Moissac, France;44.1032716,1.0839494;82200;MOISSAC;CELINE ALONSO;06 68 88 50 54;;ALONSOCELINE5@GMAIL.COM;;
ENT-0234;PARFUM D'ANTAN;Cosmétique - Parfumerie;13 Pl. de l'Éperon, 82600 Verdun-sur-Garonne, France;PARFUM D'ANTAN 13 Pl. de l'Éperon, 82600 Verdun-sur-Garonne, France;43.8524276,1.2356352;82600;VERDUN-SUR-GARONNE;CHRYSTELLE BELLY;;;contact@parfumdantan.fr;;https://www.google.com/s2/favicons?domain=parfumdantan.fr&sz=128
ENT-0235;ADOPT PARFUMS;Cosmétique - Parfumerie;48 Rue Saint-Rome, 31000 Toulouse, France;ADOPT PARFUMS 48 Rue Saint-Rome, 31000 Toulouse, France;43.6034662,1.4435027;31000;TOULOUSE; ;05 61 21 42 03;;tlsestrome@adopt.fr;https://www.adopt.com/fr/;https://www.google.com/s2/favicons?domain=adopt.com&sz=128
ENT-0236;SA SODIBAG - e-leclerc sapiac;Grande surface alimentaire (supermarché);1230 Rue de l'Abbaye, 82000 Montauban, France;SA SODIBAG - e-leclerc sapiac 1230 Rue de l'Abbaye, 82000 Montauban, France;44.0056581,1.3550621;82000;MONTAUBAN; ;;;;;https://www.google.com/s2/favicons?domain=e.leclerc&sz=128
ENT-0237;MOBILE RECYCLE;Magasin d'électroménager, électronique, informatique;185 Av. des États-Unis, 31200 Toulouse, France;MOBILE RECYCLE 185 Av. des États-Unis, 31200 Toulouse, France;43.6396108,1.4284368;31200;TOULOUSE; ;;;;;https://www.google.com/s2/favicons?domain=mobilerecycle.fr&sz=128
ENT-0238;LITERIE 47;Grande surface de bricolage;82 Av. de Bigorre, 47550 Boé, France;LITERIE 47 82 Av. de Bigorre, 47550 Boé, France;44.1809324,0.6330037000000001;47550;BOE; ;;;;;https://www.google.com/s2/favicons?domain=mobilierdefrance.com&sz=128
ENT-0239;BOULANGER MONTAUBAN;Magasin d'électroménager, électronique, informatique;505 Av. de Paris, 82000 Montauban, France;BOULANGER MONTAUBAN 505 Av. de Paris, 82000 Montauban, France;44.0338188,1.3757995;82000;MONTAUBAN; ;06 98 43 99 52;;;https://www.boulanger.com/;https://www.google.com/s2/favicons?domain=boulanger.com&sz=128
ENT-0240;GAMM VERT SUD OUEST;Grande surface de bricolage;1550 Rte du Canal, 82700 Montbartier, France;GAMM VERT SUD OUEST 1550 Rte du Canal, 82700 Montbartier, France;43.9244141,1.2612673;82700;MONTBARTIER; ;06 29 12 44 81;;;https://www.gammvert.fr/;https://www.google.com/s2/favicons?domain=gammvert.fr&sz=128
ENT-0241;SAFTY LEROY SEBASTIEN;Agence Immobilière ;55 Rue Despeyroux, 82500 Beaumont-de-Lomagne, France;SAFTY LEROY SEBASTIEN 55 Rue Despeyroux, 82500 Beaumont-de-Lomagne, France;43.8821404,0.9890011999999999;82500;BEAUMONT-DE-LOMAGNE; ;06 87 26 43 31;;sebastien.leroy@safti.fr;;
ENT-0242;CHAUSSON MATERIAUX;Grande surface de bricolage;430 Av. de Paris, 82000 Montauban, France;CHAUSSON MATERIAUX 430 Av. de Paris, 82000 Montauban, France;44.032964,1.3758157;82000;MONTAUBAN; ;;;;https://www.chausson.fr/;https://www.google.com/s2/favicons?domain=chausson.fr&sz=128
ENT-0243;CONCEPT IMMOBILIER DU MIDI OCCITANIE;Agence Immobilière ;80 All. des Demoiselles, 31400 Toulouse, France;CONCEPT IMMOBILIER DU MIDI OCCITANIE 80 All. des Demoiselles, 31400 Toulouse, France;43.58776,1.4596126;31400;TOULOUSE; ;;;;;https://www.google.com/s2/favicons?domain=immobilier.lefigaro.fr&sz=128
ENT-0244;GEMO 05568;Prêt-à-porter, vêtements et chaussures;981 Av. Henry Dunant, 82000 Montauban, France;GEMO 05568 981 Av. Henry Dunant, 82000 Montauban, France;44.0000372,1.3548697;82000;MONTAUBAN; ;;05 63 63 45 23;05568@pdv.gemo.fr;https://www.gemo.fr/;https://www.google.com/s2/favicons?domain=gemo.fr&sz=128
ENT-0245;GARAGE DES TOURELLES;Entretien automobile;117 Chem. des Tourelles, 82210 Saint-Nicolas-de-la-Grave, France;GARAGE DES TOURELLES 117 Chem. des Tourelles, 82210 Saint-Nicolas-de-la-Grave, France;44.06891299999999,1.0162747;82210;SAINT-NICOLAS-DE-LA-GRAVE;ROLAND PALUZZANO;;;GARAGELESTOURELLES@GMAIL.COM;;
ENT-0246;SAFTI Sabrina Vion;Agence Immobilière ;1370 Rte de Cadars, 82700 Montech, France;SAFTI Sabrina Vion 1370 Rte de Cadars, 82700 Montech, France;43.957565,1.252671;82700;MONTECH; ;;07 87 13 49 56;;https://www.safti.fr/;https://www.google.com/s2/favicons?domain=safti.fr&sz=128
ENT-0247;L'AGENCE PRO;Agence Immobilière ;29 Rue Alphonse Daudet, 82000 Montauban, France;L'AGENCE PRO 29 Rue Alphonse Daudet, 82000 Montauban, France;44.03670899999999,1.374552;82000;MONTAUBAN; ;05 63 20 17 34;;;;
ENT-0248;CASTELSARRASIN IMMOBILIER;Agence Immobilière ;2B Rue Edouard Herriot, 82100 Castelsarrasin, France;CASTELSARRASIN IMMOBILIER 2B Rue Edouard Herriot, 82100 Castelsarrasin, France;44.0398462,1.1080309;82100;CASTELSARRASIN; ;;;;https://www.castelsarrasin-immobilier.fr/;https://www.google.com/s2/favicons?domain=castelsarrasin-immobilier.fr&sz=128
ENT-0249;BH MATERIAUX;Grande surface de bricolage;138 Rte de Montbarla, 82110 Lauzerte, France;BH MATERIAUX 138 Rte de Montbarla, 82110 Lauzerte, France;44.246224,1.131313;82110;LAUZERTE;Stéphanie Laffont;05 63 95 39 08;;stephanie.laffont@groupelaffont.fr;;https://www.google.com/s2/favicons?domain=bh-materiaux.com&sz=128
ENT-0250;SAS MACARD 47;Concession automobile;ZAC LAMOTHE-MAGNAC, 3 All. Larroumet et Lagarde, 47550 Boé, France;SAS MACARD 47 ZAC LAMOTHE-MAGNAC, 3 All. Larroumet et Lagarde, 47550 Boé, France;44.1765641,0.6257315;47550;BOE; ;;;;;https://www.google.com/s2/favicons?domain=reseau.citroen.fr&sz=128
ENT-0251;LTL IIRIPISCINE;Grande surface de bricolage;1B Rue Voltaire, 82000 Montauban, France;LTL IIRIPISCINE 1B Rue Voltaire, 82000 Montauban, France;44.0320568,1.3761484;82000;MONTAUBAN; ;05 63 20 58 96;;irri82mon@irripiscine.fr;;https://www.google.com/s2/favicons?domain=irrijardin.fr&sz=128
ENT-0252;LE CABAS D'OLIVIA;Grande surface alimentaire (supermarché);1105 Rte de Grenade, 82600 Aucamville, France;LE CABAS D'OLIVIA 1105 Rte de Grenade, 82600 Aucamville, France;43.7954449,1.2319245;82600;VERDUN-SUR-GARONNE; ;07 44 53 68 56;;oliviasaintmacarypro@gmail.com;;https://www.google.com/s2/favicons?domain=lecabasdolivia.fr&sz=128
ENT-0253;HUMAN IMMOBILIER;Agence Immobilière ;10 Pl. nationale, 82400 Valence, France;HUMAN IMMOBILIER 10 Pl. nationale, 82400 Valence, France;44.106754,0.8904160999999999;82400;VALENCE; ;07 85 50 90 86;;c.flanquart@human-immobilier.fr;https://www.human-immobilier.fr/;https://www.google.com/s2/favicons?domain=human-immobilier.fr&sz=128
ENT-0254;DOMPEYRE LESTRADE IMMOBILIER;Agence Immobilière ;15 Rue du Marché, 82200 Moissac, France;DOMPEYRE LESTRADE IMMOBILIER 15 Rue du Marché, 82200 Moissac, France;44.10301279999999,1.0867655;82200;MOISSAC; ;;;contact@dompeyre-lestrade.com;;https://www.google.com/s2/favicons?domain=dompeyre-lestrade.com&sz=128
ENT-0255;DARTY GE GROUPE GARNIER ROQUES;Magasin d'électroménager, électronique, informatique;Berlingous, 46220 Prayssac, France;DARTY GE GROUPE GARNIER ROQUES Berlingous, 46220 Prayssac, France;44.5031978,1.1750944;46220;PRAYSSAC; ;;;jean-claude.garnier@darty.fr;;https://www.google.com/s2/favicons?domain=darty.com&sz=128
ENT-0256;PANDA MARKET;Grande surface alimentaire (supermarché);Panda Market, 945 Av. Henry Dunant, 82000 Montauban, France;PANDA MARKET Panda Market, 945 Av. Henry Dunant, 82000 Montauban, France;44.000576,1.3555521;82000;MONTAUBAN; ;07 81 68 53 91;;panda.lijenny82@gmail.com;;https://www.google.com/s2/favicons?domain=pandamarket.fr&sz=128
ENT-0257;LDLC BOUTIQUES;Magasin d'électroménager, électronique, informatique;Za Futuropole, 410 Av. André Jorigne, 82000 Montauban, France;LDLC BOUTIQUES Za Futuropole, 410 Av. André Jorigne, 82000 Montauban, France;44.0367573,1.3841341;82000;MONTAUBAN; ;;;montauban@ldlc.com;https://www.ldlc.com/;https://www.google.com/s2/favicons?domain=ldlc.com&sz=128
